2/29/20 23:45,69.119,17.27975
2/29/20 23:30,69.853,17.46325
2/29/20 23:15,89.393,22.34825
2/29/20 23:00,122.349,30.58725
2/29/20 22:45,126.711,31.67775
2/29/20 22:30,127.319,31.82975
2/29/20 22:15,127.823,31.95575
2/29/20 22:00,126.309,31.57725
2/29/20 21:45,126.484,31.621
2/29/20 21:30,127.149,31.78725
2/29/20 21:15,126.444,31.611
2/29/20 21:00,126.564,31.641
2/29/20 20:45,128.619,32.15475
2/29/20 20:30,127.76,31.94
2/29/20 20:15,129.959,32.48975
2/29/20 20:00,132.675,33.16875
2/29/20 19:45,136.044,34.011
2/29/20 19:30,138.301,34.57525
2/29/20 19:15,138.119,34.52975
2/29/20 19:00,125.546,31.3865
2/29/20 18:45,128.507,32.12675
2/29/20 18:30,124.641,31.16025
2/29/20 18:15,129.699,32.42475
2/29/20 18:00,126.02,31.505
2/29/20 17:45,119.382,29.8455
2/29/20 17:30,118.538,29.6345
2/29/20 17:15,118.397,29.59925
2/29/20 17:00,125.466,31.3665
2/29/20 16:45,121.619,30.40475
2/29/20 16:30,119.395,29.84875
2/29/20 16:15,125.07,31.2675
2/29/20 16:00,124.034,31.0085
2/29/20 15:45,118.759,29.68975
2/29/20 15:30,123.87,30.9675
2/29/20 15:15,120.149,30.03725
2/29/20 15:00,119.354,29.8385
2/29/20 14:45,122.854,30.7135
2/29/20 14:30,125.776,31.444
2/29/20 14:15,128.286,32.0715
2/29/20 14:00,129.931,32.48275
2/29/20 13:45,126.313,31.57825
2/29/20 13:30,120.405,30.10125
2/29/20 13:15,120.192,30.048
2/29/20 13:00,121.083,30.27075
2/29/20 12:45,119.093,29.77325
2/29/20 12:30,116.586,29.1465
2/29/20 12:15,117.788,29.447
2/29/20 12:00,124.29,31.0725
2/29/20 11:45,126.129,31.53225
2/29/20 11:30,127.94,31.985
2/29/20 11:15,127.912,31.978
2/29/20 11:00,118.934,29.7335
2/29/20 10:45,119.801,29.95025
2/29/20 10:30,117.114,29.2785
2/29/20 10:15,117.085,29.27125
2/29/20 10:00,105.989,26.49725
2/29/20 9:45,106.15,26.5375
2/29/20 9:30,102.331,25.58275
2/29/20 9:15,102.161,25.54025
2/29/20 9:00,101.697,25.42425
2/29/20 8:45,105.428,26.357
2/29/20 8:30,105.203,26.30075
2/29/20 8:15,103.321,25.83025
2/29/20 8:00,99.979,24.99475
2/29/20 7:45,101.133,25.28325
2/29/20 7:30,98.809,24.70225
2/29/20 7:15,99.447,24.86175
2/29/20 7:00,100.229,25.05725
2/29/20 6:45,98.018,24.5045
2/29/20 6:30,105.76,26.44
2/29/20 6:15,103.12,25.78
2/29/20 6:00,88.297,22.07425
2/29/20 5:45,74.664,18.666
2/29/20 5:30,75.529,18.88225
2/29/20 5:15,75.518,18.8795
2/29/20 5:00,71.29,17.8225
2/29/20 4:45,71.173,17.79325
2/29/20 4:30,69.846,17.4615
2/29/20 4:15,71.142,17.7855
2/29/20 4:00,66.027,16.50675
2/29/20 3:45,65.214,16.3035
2/29/20 3:30,66.433,16.60825
2/29/20 3:15,66.018,16.5045
2/29/20 3:00,67.146,16.7865
2/29/20 2:45,65.684,16.421
2/29/20 2:30,65.678,16.4195
2/29/20 2:15,65.744,16.436
2/29/20 2:00,64.612,16.153
2/29/20 1:45,63.748,15.937
2/29/20 1:30,64.057,16.01425
2/29/20 1:15,64.796,16.199
2/29/20 1:00,64.231,16.05775
2/29/20 0:45,64.252,16.063
2/29/20 0:30,64.055,16.01375
2/29/20 0:15,63.537,15.88425
2/29/20 0:00,61.077,15.26925
,,0
,,0
,,0
,,0
,,0
,,0
,,0
